Mode of Travel,Intersection Type,Zone ID,Zone Name,Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Day Type,Day Part,Average Daily Zone Traffic (StL Index),Avg Travel Time (sec),Avg All Travel Time (sec),Avg Trip Length (mi),Avg All Trip Length (mi),Avg Trip Speed (mph),Avg All Trip Speed (mph),Avg All Trip Circuity,Travel Time 0-5 min (percent),Travel Time 5-10 min (percent),Travel Time 10-15 min (percent),Travel Time 15-20 min (percent),Travel Time 20-25 min (percent),Travel Time 25-30 min (percent),Travel Time 30-35 min (percent),Travel Time 35-40 min (percent),Travel Time 40-45 min (percent),Travel Time 45-50 min (percent),Travel Time 50-55 min (percent),Travel Time 55-60 min (percent),Travel Time 60+ min (percent),Trip Length 0-1 mi (percent),Trip Length 1-2 mi (percent),Trip Length 2-3 mi (percent),Trip Length 3-4 mi (percent),Trip Length 4-5 mi (percent),Trip Length 5+ mi (percent),Trip Speed 0-1 mph (percent),Trip Speed 1-2 mph (percent),Trip Speed 2-3 mph (percent),Trip Speed 3-4 mph (percent),Trip Speed 4-5 mph (percent),Circuity 1-2 (percent),Circuity 2-3 (percent),Circuity 3-4 (percent),Circuity 4-5 (percent),Circuity 5-6 (percent),Circuity 6+ (percent)
Pedestrian - StL Pedestrian Index,Trip End,,Inverse Parking Lot,no,N/A,no,4: Thursday (Th-Th),23: 10pm (10pm-11pm),8,4345,4345,0.9,0.9,1,1,1.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip End,,Inverse Parking Lot,no,N/A,no,5: Friday (F-F),00: All Day (12am-12am),1144,1097,1097,0.3,0.3,1,1,3.885,0.204,0.138,0.203,0.163,0.130,0.033,0.024,0.024,0.016,0.016,0.008,0.000,0.041,0.960,0.016,0.024,0.000,0.000,0.000,0.415,0.366,0.122,0.098,0.000,0.602,0.114,0.065,0.081,0.016,0.122
Pedestrian - StL Pedestrian Index,Trip End,,Inverse Parking Lot,no,N/A,no,5: Friday (F-F),04: 3am (3am-4am),10,250,250,0.2,0.2,4,4,3.465,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip End,,Inverse Parking Lot,no,N/A,no,5: Friday (F-F),05: 4am (4am-5am),54,336,336,0.2,0.2,2,2,1.470,0.666,0.167,0.000,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.167,0.333,0.333,0.167,0.000,0.833,0.167,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip End,,Inverse Parking Lot,no,N/A,no,5: Friday (F-F),06: 5am (5am-6am),59,312,312,0.2,0.2,3,3,1.480,0.666,0.167,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.167,0.000,0.333,0.500,0.000,0.833,0.000,0.167,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip End,,Inverse Parking Lot,no,N/A,no,5: Friday (F-F),07: 6am (6am-7am),28,121,121,0.1,0.1,3,3,1.286,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.333,0.000,1.000,0.000,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip End,,Inverse Parking Lot,no,N/A,no,5: Friday (F-F),10: 9am (9am-10am),37,1773,1773,0.4,0.4,1,1,15.719,0.000,0.000,0.250,0.250,0.000,0.000,0.000,0.000,0.250,0.250,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.500,0.000,0.250,0.000,0.000,0.250
Pedestrian - StL Pedestrian Index,Trip End,,Inverse Parking Lot,no,N/A,no,5: Friday (F-F),11: 10am (10am-11am),121,1137,1137,0.4,0.4,2,2,3.661,0.154,0.154,0.230,0.154,0.231,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.077,0.923,0.000,0.077,0.000,0.000,0.000,0.308,0.462,0.077,0.154,0.000,0.538,0.231,0.000,0.077,0.077,0.077
Pedestrian - StL Pedestrian Index,Trip End,,Inverse Parking Lot,no,N/A,no,5: Friday (F-F),12: 11am (11am-12noon),152,1354,1354,0.5,0.5,1,1,3.832,0.000,0.188,0.188,0.310,0.000,0.125,0.063,0.063,0.000,0.000,0.000,0.000,0.063,0.937,0.000,0.063,0.000,0.000,0.000,0.438,0.375,0.188,0.000,0.000,0.750,0.125,0.000,0.000,0.000,0.125
Pedestrian - StL Pedestrian Index,Trip End,,Inverse Parking Lot,no,N/A,no,5: Friday (F-F),13: 12pm (12noon-1pm),129,1033,1033,0.3,0.3,1,1,3.384,0.287,0.000,0.143,0.214,0.143,0.071,0.000,0.071,0.071,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.571,0.214,0.143,0.071,0.000,0.500,0.143,0.143,0.071,0.000,0.143
Pedestrian - StL Pedestrian Index,Trip End,,Inverse Parking Lot,no,N/A,no,5: Friday (F-F),14: 1pm (1pm-2pm),110,1232,1232,0.3,0.3,1,1,2.583,0.083,0.167,0.251,0.083,0.250,0.000,0.000,0.083,0.000,0.000,0.000,0.000,0.083,0.917,0.083,0.000,0.000,0.000,0.000,0.417,0.583,0.000,0.000,0.000,0.500,0.167,0.083,0.167,0.083,0.000
Pedestrian - StL Pedestrian Index,Trip End,,Inverse Parking Lot,no,N/A,no,5: Friday (F-F),15: 2pm (2pm-3pm),156,1382,1382,0.4,0.4,1,1,3.113,0.176,0.236,0.235,0.000,0.176,0.000,0.059,0.000,0.000,0.000,0.059,0.000,0.059,0.941,0.000,0.059,0.000,0.000,0.000,0.412,0.353,0.118,0.118,0.000,0.647,0.000,0.118,0.059,0.000,0.176
Pedestrian - StL Pedestrian Index,Trip End,,Inverse Parking Lot,no,N/A,no,5: Friday (F-F),16: 3pm (3pm-4pm),102,1274,1274,0.4,0.4,1,1,2.570,0.091,0.000,0.273,0.454,0.091,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.091,0.909,0.091,0.000,0.000,0.000,0.000,0.364,0.455,0.091,0.091,0.000,0.545,0.182,0.000,0.182,0.000,0.091
Pedestrian - StL Pedestrian Index,Trip End,,Inverse Parking Lot,no,N/A,no,5: Friday (F-F),17: 4pm (4pm-5pm),57,816,816,0.2,0.2,1,1,1.955,0.167,0.333,0.167,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,0.000,0.833,0.000,0.000,0.167,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip End,,Inverse Parking Lot,no,N/A,no,5: Friday (F-F),18: 5pm (5pm-6pm),64,756,756,0.2,0.2,1,1,3.069,0.143,0.285,0.286,0.143,0.000,0.143,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.429,0.571,0.000,0.000,0.000,0.143,0.571,0.000,0.143,0.000,0.143
Pedestrian - StL Pedestrian Index,Trip End,,Inverse Parking Lot,no,N/A,no,5: Friday (F-F),19: 6pm (6pm-7pm),29,1640,1640,0.3,0.3,1,1,24.636,0.000,0.000,0.334,0.000,0.333,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
Pedestrian - StL Pedestrian Index,Trip End,,Inverse Parking Lot,no,N/A,no,5: Friday (F-F),20: 7pm (7pm-8pm),36,1268,1268,0.4,0.4,1,1,3.593,0.000,0.000,0.250,0.250,0.250,0.000,0.250,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.500,0.000,0.000,0.250,0.000,0.250
Pedestrian - StL Pedestrian Index,Trip End,,Inverse Parking Lot,no,N/A,no,6: Saturday (Sa-Sa),00: All Day (12am-12am),957,1117,1117,0.4,0.4,1,1,3.811,0.212,0.093,0.204,0.148,0.111,0.065,0.056,0.019,0.009,0.009,0.037,0.009,0.028,0.935,0.028,0.037,0.000,0.000,0.000,0.398,0.389,0.139,0.046,0.019,0.565,0.120,0.083,0.065,0.019,0.148
Pedestrian - StL Pedestrian Index,Trip End,,Inverse Parking Lot,no,N/A,no,6: Saturday (Sa-Sa),04: 3am (3am-4am),8,71,71,0.1,0.1,3,3,1.199,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip End,,Inverse Parking Lot,no,N/A,no,6: Saturday (Sa-Sa),05: 4am (4am-5am),26,183,183,0.1,0.1,2,2,1.300,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.667,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip End,,Inverse Parking Lot,no,N/A,no,6: Saturday (Sa-Sa),06: 5am (5am-6am),8,1385,1385,1.3,1.3,3,3,4.477,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip End,,Inverse Parking Lot,no,N/A,no,6: Saturday (Sa-Sa),07: 6am (6am-7am),82,1175,1175,0.3,0.3,2,2,5.356,0.222,0.000,0.556,0.000,0.000,0.000,0.000,0.000,0.000,0.111,0.000,0.111,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.556,0.000,0.333,0.111,0.000,0.667,0.000,0.222,0.000,0.000,0.111
Pedestrian - StL Pedestrian Index,Trip End,,Inverse Parking Lot,no,N/A,no,6: Saturday (Sa-Sa),08: 7am (7am-8am),9,311,311,0.1,0.1,1,1,2.279,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip End,,Inverse Parking Lot,no,N/A,no,6: Saturday (Sa-Sa),10: 9am (9am-10am),52,1055,1055,0.2,0.2,1,1,7.326,0.000,0.167,0.000,0.499,0.167,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,0.000,0.333,0.167,0.167,0.000,0.000,0.333
Pedestrian - StL Pedestrian Index,Trip End,,Inverse Parking Lot,no,N/A,no,6: Saturday (Sa-Sa),11: 10am (10am-11am),35,1035,1035,0.5,0.5,2,2,1.356,0.250,0.000,0.250,0.000,0.250,0.000,0.250,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.750,0.250,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip End,,Inverse Parking Lot,no,N/A,no,6: Saturday (Sa-Sa),12: 11am (11am-12noon),89,1292,1292,0.5,0.5,1,1,1.390,0.100,0.100,0.400,0.000,0.200,0.100,0.000,0.000,0.000,0.000,0.000,0.000,0.100,0.900,0.000,0.100,0.000,0.000,0.000,0.500,0.300,0.200,0.000,0.000,0.900,0.100,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip End,,Inverse Parking Lot,no,N/A,no,6: Saturday (Sa-Sa),13: 12pm (12noon-1pm),176,1464,1464,0.4,0.4,1,1,2.912,0.150,0.050,0.150,0.200,0.150,0.100,0.000,0.050,0.000,0.000,0.050,0.000,0.100,0.900,0.050,0.050,0.000,0.000,0.000,0.450,0.450,0.100,0.000,0.000,0.700,0.150,0.050,0.000,0.050,0.050
Pedestrian - StL Pedestrian Index,Trip End,,Inverse Parking Lot,no,N/A,no,6: Saturday (Sa-Sa),14: 1pm (1pm-2pm),81,1252,1252,0.5,0.5,1,1,5.075,0.111,0.111,0.223,0.111,0.111,0.000,0.111,0.111,0.000,0.000,0.111,0.000,0.000,0.889,0.111,0.000,0.000,0.000,0.000,0.222,0.667,0.111,0.000,0.000,0.334,0.111,0.111,0.111,0.000,0.333
Pedestrian - StL Pedestrian Index,Trip End,,Inverse Parking Lot,no,N/A,no,6: Saturday (Sa-Sa),15: 2pm (2pm-3pm),71,1149,1149,0.6,0.6,2,2,3.697,0.000,0.000,0.500,0.125,0.125,0.000,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.875,0.000,0.125,0.000,0.000,0.000,0.500,0.250,0.125,0.000,0.125,0.375,0.250,0.000,0.125,0.000,0.250
Pedestrian - StL Pedestrian Index,Trip End,,Inverse Parking Lot,no,N/A,no,6: Saturday (Sa-Sa),16: 3pm (3pm-4pm),53,1045,1045,0.3,0.3,1,1,6.763,0.332,0.167,0.000,0.167,0.000,0.167,0.000,0.000,0.167,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.500,0.333,0.167,0.000,0.000,0.499,0.167,0.167,0.000,0.000,0.167
Pedestrian - StL Pedestrian Index,Trip End,,Inverse Parking Lot,no,N/A,no,6: Saturday (Sa-Sa),17: 4pm (4pm-5pm),149,1006,1006,0.3,0.3,1,1,4.125,0.351,0.059,0.118,0.118,0.059,0.118,0.118,0.000,0.000,0.000,0.059,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.412,0.353,0.118,0.118,0.000,0.353,0.118,0.118,0.176,0.059,0.176
Pedestrian - StL Pedestrian Index,Trip End,,Inverse Parking Lot,no,N/A,no,6: Saturday (Sa-Sa),18: 5pm (5pm-6pm),36,884,884,0.7,0.7,3,3,3.816,0.000,0.250,0.000,0.750,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.750,0.000,0.250,0.000,0.000,0.000,0.250,0.500,0.000,0.000,0.000,0.250,0.250,0.250,0.000,0.000,0.250
Pedestrian - StL Pedestrian Index,Trip End,,Inverse Parking Lot,no,N/A,no,6: Saturday (Sa-Sa),19: 6pm (6pm-7pm),18,498,498,0.2,0.2,3,3,4.213,0.500,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.000,0.500
Pedestrian - StL Pedestrian Index,Trip End,,Inverse Parking Lot,no,N/A,no,6: Saturday (Sa-Sa),20: 7pm (7pm-8pm),26,1431,1431,0.3,0.3,1,1,3.984,0.000,0.334,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.333,0.667,0.000,0.000,0.000,0.667,0.000,0.000,0.000,0.000,0.333
Pedestrian - StL Pedestrian Index,Trip End,,Inverse Parking Lot,no,N/A,no,6: Saturday (Sa-Sa),21: 8pm (8pm-9pm),19,995,995,0.2,0.2,1,1,2.786,0.000,0.500,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.500,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip End,,Inverse Parking Lot,no,N/A,no,6: Saturday (Sa-Sa),22: 9pm (9pm-10pm),8,136,136,0.1,0.1,2,2,1.156,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip End,,Inverse Parking Lot,no,N/A,no,6: Saturday (Sa-Sa),23: 10pm (10pm-11pm),8,295,295,0.1,0.1,1,1,1.648,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip End,,Inverse Parking Lot,no,N/A,no,7: Sunday (Su-Su),00: All Day (12am-12am),1385,1111,1111,0.4,0.4,1,1,2.928,0.142,0.187,0.155,0.161,0.129,0.071,0.039,0.026,0.026,0.026,0.013,0.006,0.019,0.916,0.058,0.026,0.000,0.000,0.000,0.387,0.439,0.097,0.052,0.013,0.548,0.181,0.110,0.058,0.019,0.084
Pedestrian - StL Pedestrian Index,Trip End,,Inverse Parking Lot,no,N/A,no,7: Sunday (Su-Su),01: 12am (12am-1am),19,2005,2005,2.0,2.0,4,4,2.656,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.500,0.000,0.500,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip End,,Inverse Parking Lot,no,N/A,no,7: Sunday (Su-Su),05: 4am (4am-5am),34,240,240,0.1,0.1,2,2,1.903,0.750,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.250,0.500,0.000,0.250,0.000,0.500,0.250,0.250,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip End,,Inverse Parking Lot,no,N/A,no,7: Sunday (Su-Su),06: 5am (5am-6am),54,1148,1148,0.3,0.3,1,1,2.011,0.167,0.000,0.167,0.167,0.167,0.332,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,0.000,0.333,0.667,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip End,,Inverse Parking Lot,no,N/A,no,7: Sunday (Su-Su),07: 6am (6am-7am),44,1119,1119,0.2,0.2,1,1,2.004,0.400,0.000,0.000,0.000,0.400,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.600,0.200,0.000,0.200,0.000,0.800,0.000,0.200,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip End,,Inverse Parking Lot,no,N/A,no,7: Sunday (Su-Su),09: 8am (8am-9am),26,671,671,0.2,0.2,1,1,2.328,0.000,0.333,0.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,0.000,0.667,0.000,0.333,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip End,,Inverse Parking Lot,no,N/A,no,7: Sunday (Su-Su),10: 9am (9am-10am),62,662,662,0.2,0.2,1,1,2.234,0.000,0.571,0.143,0.286,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.286,0.714,0.000,0.000,0.000,0.571,0.143,0.286,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip End,,Inverse Parking Lot,no,N/A,no,7: Sunday (Su-Su),11: 10am (10am-11am),53,940,940,0.2,0.2,1,1,3.938,0.167,0.167,0.000,0.499,0.000,0.000,0.167,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.499,0.000,0.167,0.167,0.000,0.167
Pedestrian - StL Pedestrian Index,Trip End,,Inverse Parking Lot,no,N/A,no,7: Sunday (Su-Su),12: 11am (11am-12noon),162,1496,1496,0.6,0.6,2,2,3.017,0.056,0.167,0.000,0.220,0.167,0.111,0.111,0.000,0.056,0.000,0.056,0.000,0.056,0.778,0.111,0.111,0.000,0.000,0.000,0.389,0.333,0.167,0.000,0.056,0.499,0.167,0.167,0.056,0.000,0.111
Pedestrian - StL Pedestrian Index,Trip End,,Inverse Parking Lot,no,N/A,no,7: Sunday (Su-Su),13: 12pm (12noon-1pm),109,1568,1568,0.4,0.4,1,1,3.077,0.083,0.000,0.083,0.334,0.083,0.167,0.000,0.000,0.000,0.167,0.000,0.083,0.000,0.833,0.167,0.000,0.000,0.000,0.000,0.500,0.333,0.083,0.083,0.000,0.500,0.083,0.167,0.083,0.000,0.167
Pedestrian - StL Pedestrian Index,Trip End,,Inverse Parking Lot,no,N/A,no,7: Sunday (Su-Su),14: 1pm (1pm-2pm),175,1141,1141,0.3,0.3,1,1,2.312,0.100,0.300,0.150,0.200,0.100,0.000,0.050,0.000,0.050,0.000,0.000,0.000,0.050,0.950,0.050,0.000,0.000,0.000,0.000,0.350,0.550,0.050,0.050,0.000,0.600,0.200,0.050,0.050,0.050,0.050
Pedestrian - StL Pedestrian Index,Trip End,,Inverse Parking Lot,no,N/A,no,7: Sunday (Su-Su),15: 2pm (2pm-3pm),143,1021,1021,0.5,0.5,2,2,5.295,0.063,0.250,0.310,0.063,0.125,0.000,0.063,0.063,0.063,0.000,0.000,0.000,0.000,0.937,0.000,0.063,0.000,0.000,0.000,0.375,0.375,0.188,0.000,0.063,0.313,0.373,0.063,0.063,0.063,0.125
Pedestrian - StL Pedestrian Index,Trip End,,Inverse Parking Lot,no,N/A,no,7: Sunday (Su-Su),16: 3pm (3pm-4pm),162,870,870,0.3,0.3,1,1,3.066,0.276,0.167,0.111,0.167,0.111,0.056,0.000,0.056,0.000,0.056,0.000,0.000,0.000,0.944,0.056,0.000,0.000,0.000,0.000,0.167,0.611,0.222,0.000,0.000,0.554,0.167,0.000,0.056,0.056,0.167
Pedestrian - StL Pedestrian Index,Trip End,,Inverse Parking Lot,no,N/A,no,7: Sunday (Su-Su),17: 4pm (4pm-5pm),125,1244,1244,0.5,0.5,2,2,2.231,0.071,0.071,0.359,0.071,0.143,0.143,0.000,0.071,0.000,0.000,0.000,0.000,0.071,0.929,0.071,0.000,0.000,0.000,0.000,0.286,0.500,0.143,0.071,0.000,0.715,0.071,0.000,0.143,0.000,0.071
Pedestrian - StL Pedestrian Index,Trip End,,Inverse Parking Lot,no,N/A,no,7: Sunday (Su-Su),18: 5pm (5pm-6pm),80,851,851,0.2,0.2,2,2,1.950,0.334,0.222,0.222,0.000,0.000,0.111,0.000,0.000,0.000,0.000,0.111,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.333,0.556,0.000,0.000,0.000,0.556,0.333,0.111,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip End,,Inverse Parking Lot,no,N/A,no,7: Sunday (Su-Su),19: 6pm (6pm-7pm),116,1179,1179,0.3,0.3,1,1,1.968,0.000,0.231,0.154,0.077,0.307,0.077,0.077,0.000,0.077,0.000,0.000,0.000,0.000,0.923,0.077,0.000,0.000,0.000,0.000,0.615,0.231,0.077,0.077,0.000,0.692,0.077,0.154,0.077,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip End,,Inverse Parking Lot,no,N/A,no,7: Sunday (Su-Su),20: 7pm (7pm-8pm),18,734,734,0.1,0.1,1,1,10.421,0.500,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.500
