Mode of Travel,Zone Type,Zone ID,Zone Name,Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Day Type,Day Part,Average Daily Zone Traffic (StL Index),Avg Travel Time (sec),Avg All Travel Time (sec),Avg Trip Length (mi),Avg All Trip Length (mi),Avg Trip Speed (mph),Avg All Trip Speed (mph),Avg All Trip Circuity,Travel Time 0-10 min (percent),Travel Time 10-20 min (percent),Travel Time 20-30 min (percent),Travel Time 30-40 min (percent),Travel Time 40-50 min (percent),Travel Time 50-60 min (percent),Travel Time 60-70 min (percent),Travel Time 70-80 min (percent),Travel Time 80-90 min (percent),Travel Time 90-100 min (percent),Travel Time 100-110 min (percent),Travel Time 110-120 min (percent),Travel Time 120-130 min (percent),Travel Time 130-140 min (percent),Travel Time 140-150 min (percent),Travel Time 150+ min (percent),Trip Length 0-1 mi (percent),Trip Length 1-2 mi (percent),Trip Length 2-3 mi (percent),Trip Length 3-4 mi (percent),Trip Length 4-5 mi (percent),Trip Length 5+ mi (percent),Trip Speed 0-1 mph (percent),Trip Speed 1-2 mph (percent),Trip Speed 2-3 mph (percent),Trip Speed 3-4 mph (percent),Trip Speed 4-5 mph (percent),Circuity 1-2 (percent),Circuity 2-3 (percent),Circuity 3-4 (percent),Circuity 4-5 (percent),Circuity 5-6 (percent),Circuity 6+ (percent)
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,3: Wednesday (W-W),06: 5am (5am-6am),246,667,667,0.4,0.4,2,2,3.661,0.500,0.375,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.188,0.563,0.250,0.000,0.874,0.063,0.000,0.000,0.000,0.063
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,3: Wednesday (W-W),07: 6am (6am-7am),96,1111,1111,0.3,0.3,2,2,1.982,0.600,0.000,0.000,0.000,0.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.800,0.200,0.000,0.000,0.000,0.000,0.200,0.200,0.200,0.400,0.000,0.800,0.000,0.000,0.200,0.000,0.000
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,3: Wednesday (W-W),09: 8am (8am-9am),15,3645,3645,1.2,1.2,1,1,1.168,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,3: Wednesday (W-W),10: 9am (9am-10am),46,1179,1179,0.5,0.5,1,1,1.493,0.000,0.333,0.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.333,0.333,0.333,0.000,0.000,0.667,0.333,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,3: Wednesday (W-W),11: 10am (10am-11am),90,1632,1632,0.4,0.4,1,1,2.676,0.000,0.200,0.400,0.200,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.800,0.200,0.000,0.000,0.000,0.600,0.000,0.200,0.000,0.000,0.200
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,3: Wednesday (W-W),12: 11am (11am-12noon),87,1005,1005,0.3,0.3,1,1,3.141,0.000,0.833,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.500,0.333,0.000,0.000,0.000,0.167
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,3: Wednesday (W-W),13: 12pm (12noon-1pm),288,2005,2005,0.6,0.6,1,1,2.431,0.276,0.278,0.111,0.000,0.056,0.000,0.056,0.056,0.111,0.056,0.000,0.000,0.000,0.000,0.000,0.000,0.778,0.111,0.111,0.000,0.000,0.000,0.500,0.333,0.111,0.056,0.000,0.666,0.111,0.056,0.000,0.056,0.111
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,3: Wednesday (W-W),14: 1pm (1pm-2pm),113,1403,1403,0.2,0.2,1,1,4.191,0.167,0.332,0.167,0.167,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.833,0.167,0.000,0.000,0.000,0.666,0.000,0.000,0.000,0.167,0.167
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,3: Wednesday (W-W),15: 2pm (2pm-3pm),48,1228,1228,0.5,0.5,1,1,8.187,0.250,0.250,0.250,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.250,0.500,0.250,0.000,0.000,0.750,0.000,0.000,0.000,0.000,0.250
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,3: Wednesday (W-W),16: 3pm (3pm-4pm),81,984,984,0.2,0.2,1,1,3.565,0.167,0.666,0.000,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.333,0.167
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,3: Wednesday (W-W),17: 4pm (4pm-5pm),107,1183,1183,0.3,0.3,1,1,11.606,0.143,0.428,0.286,0.143,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.429,0.571,0.000,0.000,0.000,0.143,0.143,0.143,0.143,0.000,0.428
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,3: Wednesday (W-W),18: 5pm (5pm-6pm),46,1115,1115,0.3,0.3,1,1,12.748,0.334,0.333,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.333,0.667,0.000,0.000,0.000,0.334,0.000,0.333,0.000,0.000,0.333
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,3: Wednesday (W-W),19: 6pm (6pm-7pm),103,964,964,0.3,0.3,1,1,4.611,0.250,0.375,0.250,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.500,0.375,0.000,0.125,0.000,0.375,0.125,0.125,0.000,0.125,0.250
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,3: Wednesday (W-W),20: 7pm (7pm-8pm),62,1695,1695,0.6,0.6,1,1,2.006,0.600,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.800,0.000,0.200,0.000,0.000,0.000,0.200,0.600,0.200,0.000,0.000,0.800,0.000,0.000,0.000,0.200,0.000
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,3: Wednesday (W-W),21: 8pm (8pm-9pm),66,1352,1352,0.4,0.4,1,1,15.561,0.200,0.000,0.400,0.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.600,0.000,0.400,0.000,0.000,0.000,0.200,0.000,0.000,0.400,0.400
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,3: Wednesday (W-W),22: 9pm (9pm-10pm),68,879,879,0.2,0.2,2,2,16.464,0.400,0.400,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.600,0.000,0.200,0.000,0.200,0.200,0.200,0.000,0.200,0.000,0.400
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,4: Thursday (Th-Th),00: All Day (12am-12am),2191,1255,1255,0.4,0.4,1,1,4.012,0.346,0.295,0.165,0.058,0.072,0.007,0.029,0.000,0.007,0.007,0.000,0.007,0.000,0.000,0.007,0.000,0.949,0.029,0.022,0.000,0.000,0.000,0.424,0.388,0.129,0.050,0.007,0.618,0.165,0.058,0.029,0.036,0.094
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,4: Thursday (Th-Th),05: 4am (4am-5am),90,269,269,0.1,0.1,2,2,1.303,0.833,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.167,0.000,0.833,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,4: Thursday (Th-Th),06: 5am (5am-6am),193,751,751,0.4,0.4,2,2,1.442,0.538,0.308,0.154,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.231,0.154,0.308,0.308,0.000,0.769,0.231,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,4: Thursday (Th-Th),07: 6am (6am-7am),110,1477,1477,0.2,0.2,1,1,4.085,0.499,0.167,0.167,0.000,0.000,0.000,0.000,0.000,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.500,0.167,0.167,0.167,0.000,0.500,0.167,0.000,0.000,0.000,0.333
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,4: Thursday (Th-Th),08: 7am (7am-8am),20,2124,2124,0.4,0.4,1,1,12.815,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,4: Thursday (Th-Th),10: 9am (9am-10am),55,1588,1588,0.4,0.4,1,1,2.614,0.334,0.000,0.333,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,0.000,0.667,0.000,0.000,0.000,0.333,0.000
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,4: Thursday (Th-Th),11: 10am (10am-11am),112,809,809,0.2,0.2,1,1,1.838,0.250,0.625,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.625,0.250,0.125,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,4: Thursday (Th-Th),12: 11am (11am-12noon),234,1894,1894,0.6,0.6,1,1,1.879,0.399,0.333,0.067,0.000,0.000,0.000,0.067,0.000,0.000,0.000,0.000,0.067,0.000,0.000,0.067,0.000,0.867,0.000,0.133,0.000,0.000,0.000,0.400,0.467,0.000,0.133,0.000,0.800,0.133,0.067,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,4: Thursday (Th-Th),13: 12pm (12noon-1pm),177,1938,1938,0.6,0.6,1,1,4.816,0.182,0.182,0.182,0.000,0.272,0.000,0.182,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.909,0.091,0.000,0.000,0.000,0.000,0.364,0.545,0.091,0.000,0.000,0.636,0.091,0.091,0.000,0.000,0.182
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,4: Thursday (Th-Th),14: 1pm (1pm-2pm),258,1197,1197,0.4,0.4,1,1,2.218,0.352,0.294,0.059,0.118,0.118,0.000,0.059,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.941,0.059,0.000,0.000,0.000,0.000,0.353,0.471,0.176,0.000,0.000,0.706,0.176,0.000,0.000,0.059,0.059
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,4: Thursday (Th-Th),15: 2pm (2pm-3pm),154,1073,1073,0.3,0.3,1,1,1.995,0.334,0.222,0.333,0.111,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.889,0.111,0.000,0.000,0.000,0.000,0.556,0.111,0.333,0.000,0.000,0.667,0.222,0.000,0.111,0.000,0.000
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,4: Thursday (Th-Th),16: 3pm (3pm-4pm),215,1492,1492,0.5,0.5,1,1,3.611,0.231,0.154,0.384,0.154,0.000,0.000,0.000,0.000,0.000,0.077,0.000,0.000,0.000,0.000,0.000,0.000,0.923,0.000,0.077,0.000,0.000,0.000,0.538,0.385,0.077,0.000,0.000,0.615,0.077,0.077,0.077,0.077,0.077
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,4: Thursday (Th-Th),17: 4pm (4pm-5pm),170,1293,1293,0.4,0.4,1,1,3.398,0.200,0.300,0.200,0.100,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.400,0.600,0.000,0.000,0.000,0.400,0.300,0.100,0.100,0.000,0.100
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,4: Thursday (Th-Th),18: 5pm (5pm-6pm),219,983,983,0.2,0.2,1,1,10.059,0.214,0.501,0.214,0.000,0.071,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.643,0.357,0.000,0.000,0.000,0.430,0.214,0.071,0.071,0.000,0.214
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,4: Thursday (Th-Th),19: 6pm (6pm-7pm),87,1196,1196,0.4,0.4,1,1,2.585,0.333,0.333,0.167,0.000,0.000,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.833,0.167,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.499,0.167,0.167,0.000,0.167,0.000
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,4: Thursday (Th-Th),20: 7pm (7pm-8pm),52,1577,1577,0.3,0.3,1,1,20.038,0.250,0.250,0.000,0.250,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.250,0.750,0.000,0.000,0.000,0.500,0.000,0.250,0.000,0.000,0.250
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,4: Thursday (Th-Th),21: 8pm (8pm-9pm),30,295,295,0.2,0.2,3,3,5.532,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.500,0.000,0.500,0.000,0.000,0.000,0.500
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,4: Thursday (Th-Th),22: 9pm (9pm-10pm),15,904,904,0.3,0.3,1,1,5.935,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,5: Friday (F-F),00: All Day (12am-12am),1643,1173,1173,0.4,0.4,1,1,3.968,0.385,0.228,0.202,0.070,0.035,0.035,0.009,0.018,0.009,0.009,0.000,0.000,0.000,0.000,0.000,0.000,0.912,0.061,0.018,0.009,0.000,0.000,0.439,0.325,0.167,0.044,0.009,0.605,0.167,0.053,0.026,0.035,0.114
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,5: Friday (F-F),05: 4am (4am-5am),35,1679,1679,0.8,0.8,2,2,1.548,0.667,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.000,0.333,0.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,0.667,0.333,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,5: Friday (F-F),06: 5am (5am-6am),169,711,711,0.3,0.3,2,2,1.536,0.667,0.250,0.000,0.000,0.000,0.083,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.917,0.083,0.000,0.000,0.000,0.000,0.167,0.250,0.417,0.167,0.000,0.833,0.167,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,5: Friday (F-F),07: 6am (6am-7am),38,2356,2356,1.2,1.2,2,2,1.185,0.500,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.500,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,5: Friday (F-F),09: 8am (8am-9am),20,2404,2404,1.4,1.4,2,2,9.351,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,5: Friday (F-F),10: 9am (9am-10am),45,790,790,0.1,0.1,1,1,1.383,0.333,0.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,5: Friday (F-F),11: 10am (10am-11am),120,681,681,0.2,0.2,2,2,10.999,0.500,0.375,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.250,0.500,0.125,0.000,0.125,0.375,0.250,0.000,0.000,0.000,0.375
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,5: Friday (F-F),12: 11am (11am-12noon),100,1815,1815,0.4,0.4,1,1,9.227,0.125,0.125,0.500,0.000,0.000,0.125,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.875,0.125,0.000,0.000,0.000,0.000,0.750,0.250,0.000,0.000,0.000,0.500,0.250,0.000,0.000,0.125,0.125
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,5: Friday (F-F),13: 12pm (12noon-1pm),177,1553,1553,0.5,0.5,1,1,4.003,0.333,0.000,0.417,0.000,0.167,0.083,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.917,0.083,0.000,0.000,0.000,0.000,0.583,0.333,0.000,0.000,0.000,0.584,0.083,0.083,0.083,0.000,0.167
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,5: Friday (F-F),14: 1pm (1pm-2pm),245,1213,1213,0.3,0.3,1,1,3.497,0.373,0.313,0.125,0.063,0.000,0.063,0.000,0.000,0.063,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.937,0.063,0.000,0.000,0.000,0.000,0.500,0.313,0.125,0.063,0.000,0.749,0.063,0.063,0.000,0.000,0.125
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,5: Friday (F-F),15: 2pm (2pm-3pm),186,1187,1187,0.4,0.4,1,1,2.158,0.358,0.357,0.143,0.071,0.000,0.000,0.000,0.000,0.000,0.071,0.000,0.000,0.000,0.000,0.000,0.000,0.857,0.143,0.000,0.000,0.000,0.000,0.429,0.429,0.143,0.000,0.000,0.644,0.214,0.071,0.000,0.071,0.000
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,5: Friday (F-F),16: 3pm (3pm-4pm),68,828,828,0.2,0.2,2,2,3.581,0.500,0.250,0.000,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.250,0.250,0.000,0.750,0.000,0.000,0.000,0.000,0.250
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,5: Friday (F-F),17: 4pm (4pm-5pm),121,1131,1131,0.2,0.2,1,1,3.604,0.250,0.125,0.500,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.625,0.250,0.000,0.125,0.000,0.250,0.375,0.125,0.000,0.125,0.125
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,5: Friday (F-F),18: 5pm (5pm-6pm),139,1325,1325,0.6,0.6,1,1,3.805,0.100,0.300,0.300,0.200,0.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.900,0.000,0.000,0.100,0.000,0.000,0.600,0.200,0.100,0.000,0.000,0.600,0.100,0.100,0.100,0.000,0.100
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,5: Friday (F-F),19: 6pm (6pm-7pm),78,1157,1157,0.4,0.4,2,2,2.669,0.400,0.200,0.000,0.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.200,0.400,0.400,0.000,0.000,0.400,0.200,0.200,0.200,0.000,0.000
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,5: Friday (F-F),20: 7pm (7pm-8pm),83,725,725,0.2,0.2,1,1,3.410,0.500,0.167,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.333,0.333,0.000,0.000,0.167,0.167
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,5: Friday (F-F),22: 9pm (9pm-10pm),21,114,114,0.1,0.1,2,2,1.222,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,6: Saturday (Sa-Sa),00: All Day (12am-12am),2536,1153,1153,0.4,0.4,1,1,4.661,0.285,0.322,0.228,0.089,0.032,0.013,0.006,0.013,0.006,0.000,0.000,0.006,0.000,0.000,0.000,0.000,0.944,0.025,0.019,0.006,0.006,0.000,0.481,0.278,0.158,0.057,0.019,0.613,0.101,0.089,0.051,0.019,0.127
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,6: Saturday (Sa-Sa),05: 4am (4am-5am),118,456,456,0.2,0.2,2,2,2.887,0.889,0.000,0.000,0.111,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.111,0.333,0.444,0.111,0.000,0.778,0.000,0.111,0.000,0.000,0.111
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,6: Saturday (Sa-Sa),06: 5am (5am-6am),289,762,762,0.3,0.3,2,2,2.595,0.647,0.235,0.000,0.059,0.000,0.000,0.059,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.176,0.353,0.294,0.176,0.000,0.823,0.059,0.000,0.000,0.059,0.059
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,6: Saturday (Sa-Sa),07: 6am (6am-7am),111,1748,1748,0.4,0.4,1,1,2.111,0.167,0.167,0.499,0.000,0.000,0.000,0.000,0.000,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.666,0.167,0.000,0.167,0.000,0.000
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,6: Saturday (Sa-Sa),08: 7am (7am-8am),38,634,634,0.2,0.2,1,1,1.324,0.500,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,6: Saturday (Sa-Sa),09: 8am (8am-9am),38,1021,1021,0.2,0.2,1,1,17.015,0.000,0.500,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.500
